id,label
854490,CLEAR
37310,CLEAR
238745,UNCLEAR
1141661,UNCLEAR
895552,CLEAR
682571,UNCLEAR
335136,UNCLEAR
920485,UNCLEAR
310231,UNCLEAR
168708,UNCLEAR
470652,UNCLEAR
326573,UNCLEAR
577445,UNCLEAR
823646,UNCLEAR
1201145,UNCLEAR
1309954,UNCLEAR
1118986,UNCLEAR
166747,CLEAR
758835,UNCLEAR
805814,UNCLEAR
1014187,UNCLEAR
215585,CLEAR
81743,CLEAR
422094,UNCLEAR
683923,UNCLEAR
165847,UNCLEAR
1090336,UNCLEAR
616977,UNCLEAR
355155,CLEAR
1186708,CLEAR
1125973,UNCLEAR
586349,CLEAR
42617,CLEAR
564180,UNCLEAR
135627,CLEAR
32271,UNCLEAR
229839,UNCLEAR
565471,UNCLEAR
1185303,UNCLEAR
903428,UNCLEAR
633410,UNCLEAR
1280772,CLEAR
856395,UNCLEAR
623071,CLEAR
590660,UNCLEAR
968332,UNCLEAR
419566,UNCLEAR
1265975,UNCLEAR
1190951,UNCLEAR
1131335,UNCLEAR
97097,CLEAR
550245,UNCLEAR
1240597,UNCLEAR
893078,UNCLEAR
1224301,UNCLEAR
1102690,CLEAR
60995,CLEAR
44139,CLEAR
637133,CLEAR
285044,CLEAR
911592,CLEAR
110841,CLEAR
1292453,UNCLEAR
366532,UNCLEAR
491666,UNCLEAR
431537,CLEAR
41196,CLEAR
969859,UNCLEAR
666646,CLEAR
444749,CLEAR
22706,CLEAR
1035547,UNCLEAR
340601,UNCLEAR
116153,CLEAR
712136,CLEAR
806424,UNCLEAR
532323,UNCLEAR
915319,CLEAR
983986,CLEAR
152315,CLEAR
219564,UNCLEAR
516017,UNCLEAR
997181,UNCLEAR
538697,UNCLEAR
1214232,UNCLEAR
390221,CLEAR
447401,UNCLEAR
1260091,UNCLEAR
33750,CLEAR
1263922,UNCLEAR
844167,UNCLEAR
8629,CLEAR
675275,UNCLEAR
928115,CLEAR
808131,CLEAR
1002220,CLEAR
1187475,CLEAR
873287,UNCLEAR
301166,CLEAR
1253493,UNCLEAR
434370,UNCLEAR
481227,UNCLEAR
939580,UNCLEAR
243658,UNCLEAR
416599,CLEAR
818739,UNCLEAR
668265,UNCLEAR
69488,CLEAR
1252121,UNCLEAR
152970,CLEAR
1106172,UNCLEAR
1049874,UNCLEAR
163407,CLEAR
29751,CLEAR
805262,UNCLEAR
1127540,CLEAR
1158745,UNCLEAR
338161,CLEAR
1230741,UNCLEAR
211389,UNCLEAR
691692,UNCLEAR
785383,UNCLEAR
49615,UNCLEAR
847493,CLEAR
812081,UNCLEAR
623006,UNCLEAR
785635,CLEAR
312490,UNCLEAR
175479,CLEAR
1042682,CLEAR
450652,CLEAR
795985,UNCLEAR
892534,CLEAR
145963,CLEAR
979757,UNCLEAR
741305,CLEAR
659465,CLEAR
545782,CLEAR
9385,UNCLEAR
630306,UNCLEAR
508185,CLEAR
662815,UNCLEAR
548877,UNCLEAR
1107891,UNCLEAR
1106654,CLEAR
328271,UNCLEAR
1118429,UNCLEAR
1276426,UNCLEAR
1235689,CLEAR
982642,UNCLEAR
555602,UNCLEAR
678707,UNCLEAR
333790,CLEAR
552638,UNCLEAR
732404,UNCLEAR
795329,CLEAR
793379,UNCLEAR
1211938,UNCLEAR
404263,CLEAR
1091360,UNCLEAR
1251224,CLEAR
232928,UNCLEAR
38043,CLEAR
1237793,UNCLEAR
970837,UNCLEAR
171467,CLEAR
680215,CLEAR
516655,UNCLEAR
47532,CLEAR
846954,CLEAR
929949,UNCLEAR
815396,UNCLEAR
1071053,UNCLEAR
721529,UNCLEAR
1001983,UNCLEAR
670711,UNCLEAR
1228268,UNCLEAR
1046957,UNCLEAR
1161,CLEAR
1244742,CLEAR
1279471,UNCLEAR
112132,CLEAR
412456,UNCLEAR
775844,UNCLEAR
1097644,UNCLEAR
370745,CLEAR
255047,UNCLEAR
246456,UNCLEAR
1058729,UNCLEAR
589682,UNCLEAR
746168,CLEAR
609810,CLEAR
1255342,UNCLEAR
275464,CLEAR
721121,UNCLEAR
482753,UNCLEAR
840457,UNCLEAR
1305848,UNCLEAR
596725,UNCLEAR
726462,UNCLEAR
303429,CLEAR
425475,CLEAR
933334,UNCLEAR
149227,CLEAR
319449,CLEAR
901721,CLEAR
285599,CLEAR
278234,CLEAR
439207,UNCLEAR
788327,CLEAR
837375,UNCLEAR
1294086,UNCLEAR
788200,UNCLEAR
543776,CLEAR
1314229,UNCLEAR
794100,CLEAR
242812,UNCLEAR
552672,UNCLEAR
1278648,UNCLEAR
1250327,UNCLEAR
614237,UNCLEAR
167338,CLEAR
423495,UNCLEAR
1265558,UNCLEAR
40582,CLEAR
1063829,UNCLEAR
499872,UNCLEAR
725149,CLEAR
934079,UNCLEAR
300539,UNCLEAR
502147,UNCLEAR
881002,CLEAR
204042,UNCLEAR
449886,UNCLEAR
163589,CLEAR
822727,UNCLEAR
266284,UNCLEAR
707335,UNCLEAR
555297,UNCLEAR
360908,CLEAR
124147,UNCLEAR
1246546,CLEAR
994551,UNCLEAR
472548,UNCLEAR
1240107,UNCLEAR
985585,CLEAR
874497,UNCLEAR
885650,UNCLEAR
522573,CLEAR
778753,CLEAR
463360,UNCLEAR
367454,CLEAR
1090223,UNCLEAR
310700,UNCLEAR
1234337,CLEAR
805170,UNCLEAR
831712,UNCLEAR
1190812,UNCLEAR
844655,UNCLEAR
834427,UNCLEAR
1035808,CLEAR
267205,UNCLEAR
850541,CLEAR
944840,UNCLEAR
1041729,UNCLEAR
698744,UNCLEAR
662035,UNCLEAR
1136667,UNCLEAR
768790,UNCLEAR
1263464,UNCLEAR
897764,CLEAR
879564,UNCLEAR
781686,UNCLEAR
889178,UNCLEAR
976455,UNCLEAR
785498,UNCLEAR
736361,UNCLEAR
564740,CLEAR
1226635,UNCLEAR
509671,CLEAR
558973,UNCLEAR
1066966,CLEAR
381614,CLEAR
765163,UNCLEAR
1257933,UNCLEAR
1173430,UNCLEAR
452086,UNCLEAR
865535,CLEAR
1059121,UNCLEAR
777525,UNCLEAR
148949,CLEAR
1236596,CLEAR
844823,UNCLEAR
1119973,UNCLEAR
851461,CLEAR
496244,CLEAR
1120639,UNCLEAR
1221311,UNCLEAR
668040,UNCLEAR
466697,UNCLEAR
994653,UNCLEAR
1298744,CLEAR
1023488,CLEAR
1131146,UNCLEAR
807071,UNCLEAR
233883,CLEAR
965819,UNCLEAR
183869,UNCLEAR
1121193,UNCLEAR
49236,CLEAR
943178,CLEAR
257363,CLEAR
421060,CLEAR
1145172,UNCLEAR
677505,UNCLEAR
654557,UNCLEAR
1149578,UNCLEAR
874385,UNCLEAR
492650,CLEAR
1185784,UNCLEAR
1065656,UNCLEAR
291385,CLEAR
698808,UNCLEAR
291634,CLEAR
1042191,UNCLEAR
984429,UNCLEAR
243959,CLEAR
553487,UNCLEAR
432961,CLEAR
1313172,UNCLEAR
1239552,UNCLEAR
1220270,UNCLEAR
706891,CLEAR
928066,UNCLEAR
1117514,UNCLEAR
1213939,UNCLEAR
740330,UNCLEAR
937537,UNCLEAR
1271409,CLEAR
575482,UNCLEAR
827282,UNCLEAR
526890,UNCLEAR
298396,UNCLEAR
483239,UNCLEAR
1008248,UNCLEAR
237397,CLEAR
966875,CLEAR
1249188,UNCLEAR
820939,UNCLEAR
192190,CLEAR
1168351,UNCLEAR
800519,CLEAR
446814,UNCLEAR
1026626,UNCLEAR
347516,CLEAR
429895,UNCLEAR
486130,CLEAR
33470,CLEAR
958302,UNCLEAR
559262,CLEAR
855758,UNCLEAR
660292,UNCLEAR
774948,UNCLEAR
1072819,CLEAR
1117171,CLEAR
349481,CLEAR
702021,UNCLEAR
333826,CLEAR
478671,CLEAR
525379,UNCLEAR
344808,UNCLEAR
1185286,UNCLEAR
1251557,CLEAR
58764,CLEAR
315429,UNCLEAR
544006,UNCLEAR
1230406,CLEAR
1255845,CLEAR
1223691,UNCLEAR
1184513,UNCLEAR
682892,UNCLEAR
675341,UNCLEAR
721813,CLEAR
57121,CLEAR
1066657,UNCLEAR
1224466,UNCLEAR
424193,UNCLEAR
62515,CLEAR
571105,CLEAR
494502,CLEAR
540851,CLEAR
1241765,CLEAR
201090,UNCLEAR
276623,CLEAR
289484,CLEAR
1207291,UNCLEAR
1159335,UNCLEAR
922911,UNCLEAR
333539,UNCLEAR
441518,CLEAR
863315,CLEAR
552550,UNCLEAR
1276034,CLEAR
553589,CLEAR
350853,CLEAR
1129770,UNCLEAR
702399,UNCLEAR
357834,UNCLEAR
1177103,UNCLEAR
284364,UNCLEAR
1277169,CLEAR
862654,UNCLEAR
1043545,CLEAR
835717,CLEAR
1277819,CLEAR
550352,UNCLEAR
662672,UNCLEAR
336993,UNCLEAR
1304165,UNCLEAR
882549,CLEAR
359788,UNCLEAR
1091436,UNCLEAR
20504,CLEAR
345987,UNCLEAR
747087,UNCLEAR
1141445,UNCLEAR
213968,CLEAR
1222296,UNCLEAR
302896,UNCLEAR
698633,UNCLEAR
1228628,CLEAR
311640,CLEAR
1289276,UNCLEAR
174506,UNCLEAR
783472,UNCLEAR
142657,CLEAR
937437,UNCLEAR
307377,UNCLEAR
1242785,CLEAR
1250119,UNCLEAR
464250,CLEAR
364127,UNCLEAR
1275201,UNCLEAR
788814,UNCLEAR
872096,UNCLEAR
866674,UNCLEAR
508483,UNCLEAR
989128,UNCLEAR
668987,CLEAR
317368,UNCLEAR
512644,UNCLEAR
889155,CLEAR
1104810,UNCLEAR
1014806,UNCLEAR
1093704,UNCLEAR
1140209,UNCLEAR
200726,CLEAR
84846,UNCLEAR
859261,UNCLEAR
70409,CLEAR
547926,CLEAR
706624,CLEAR
199381,UNCLEAR
1024616,UNCLEAR
122472,UNCLEAR
1226017,UNCLEAR
489055,UNCLEAR
568564,CLEAR
347228,UNCLEAR
1298282,UNCLEAR
1189414,CLEAR
503221,UNCLEAR
623487,UNCLEAR
527278,UNCLEAR
604487,UNCLEAR
306011,UNCLEAR
327047,UNCLEAR
883760,UNCLEAR
992065,UNCLEAR
582603,UNCLEAR
593116,UNCLEAR
502887,CLEAR
933478,UNCLEAR
506105,UNCLEAR
527527,UNCLEAR
427058,UNCLEAR
861845,UNCLEAR
580808,UNCLEAR
759162,UNCLEAR
1037345,CLEAR
291548,UNCLEAR
76836,CLEAR
554332,UNCLEAR
686645,CLEAR
1282718,UNCLEAR
670398,UNCLEAR
147706,UNCLEAR
426604,CLEAR
1183448,UNCLEAR
603586,UNCLEAR
361621,UNCLEAR
227203,CLEAR
1293893,UNCLEAR
342876,CLEAR
654238,UNCLEAR
1051537,UNCLEAR
1135446,UNCLEAR
870036,UNCLEAR
808555,UNCLEAR
28693,UNCLEAR
1026291,UNCLEAR
526408,UNCLEAR
1028349,CLEAR
389425,UNCLEAR
732611,CLEAR
1181707,UNCLEAR
759476,UNCLEAR
504393,UNCLEAR
742663,CLEAR
1306939,UNCLEAR
87003,UNCLEAR
667438,UNCLEAR
315523,CLEAR
418290,UNCLEAR
1209322,UNCLEAR
927828,UNCLEAR
51208,UNCLEAR
434720,UNCLEAR
1174397,CLEAR
1318815,UNCLEAR
541072,UNCLEAR
751880,CLEAR
634460,CLEAR
154538,UNCLEAR
27599,UNCLEAR
826518,UNCLEAR
777666,UNCLEAR
945753,UNCLEAR
921570,CLEAR
280908,CLEAR
1269247,UNCLEAR
747841,CLEAR
207234,UNCLEAR
821376,UNCLEAR
893001,UNCLEAR
920133,UNCLEAR
565129,UNCLEAR
759801,UNCLEAR
25514,UNCLEAR
820028,UNCLEAR
659713,UNCLEAR
774272,UNCLEAR
1123279,CLEAR
1177170,UNCLEAR
819777,UNCLEAR
547984,UNCLEAR
480968,UNCLEAR
1035433,UNCLEAR
525932,CLEAR
1058220,UNCLEAR
1199870,UNCLEAR
1295177,UNCLEAR
890778,UNCLEAR
1290960,UNCLEAR
602284,UNCLEAR
189362,UNCLEAR
718707,UNCLEAR
731406,UNCLEAR
286752,CLEAR
177313,CLEAR
997033,UNCLEAR
402292,UNCLEAR
618387,UNCLEAR
822928,UNCLEAR
583648,UNCLEAR
41476,UNCLEAR
1182401,UNCLEAR
1015683,UNCLEAR
773283,UNCLEAR
85048,CLEAR
877658,UNCLEAR
528228,CLEAR
1172976,UNCLEAR
1053832,UNCLEAR
568802,UNCLEAR
523783,UNCLEAR
1024300,UNCLEAR
404244,UNCLEAR
556323,UNCLEAR
538899,UNCLEAR
543546,UNCLEAR
1213211,UNCLEAR
694381,UNCLEAR
691878,UNCLEAR
1101234,UNCLEAR
439483,UNCLEAR
342240,CLEAR
1278857,UNCLEAR
597280,UNCLEAR
198093,CLEAR
118314,UNCLEAR
1138571,UNCLEAR
1041800,UNCLEAR
723813,CLEAR
1067113,UNCLEAR
400930,UNCLEAR
887053,UNCLEAR
712805,CLEAR
739573,UNCLEAR
1118894,UNCLEAR
1200650,UNCLEAR
470825,CLEAR
55657,CLEAR
1271033,UNCLEAR
1220178,UNCLEAR
737502,UNCLEAR
715966,CLEAR
317600,CLEAR
964275,CLEAR
512132,UNCLEAR
42561,CLEAR
519138,UNCLEAR
912470,UNCLEAR
720271,UNCLEAR
710201,UNCLEAR
1124626,UNCLEAR
1239347,UNCLEAR
1106015,UNCLEAR
460613,UNCLEAR
776963,CLEAR
677796,UNCLEAR
210511,CLEAR
408224,UNCLEAR
871277,UNCLEAR
167639,CLEAR
1099238,UNCLEAR
765124,UNCLEAR
1049983,UNCLEAR
1306823,UNCLEAR
807993,CLEAR
517856,CLEAR
1091811,UNCLEAR
522272,UNCLEAR
241709,UNCLEAR
125694,CLEAR
483641,UNCLEAR
1182463,UNCLEAR
414061,CLEAR
1248947,UNCLEAR
1251842,UNCLEAR
810693,UNCLEAR
809245,UNCLEAR
681848,UNCLEAR
895013,CLEAR
1186413,UNCLEAR
721833,UNCLEAR
1083983,UNCLEAR
221435,UNCLEAR
648823,UNCLEAR
154450,UNCLEAR
708251,UNCLEAR
700117,UNCLEAR
821636,CLEAR
86743,CLEAR
863694,UNCLEAR
1114181,UNCLEAR
339967,UNCLEAR
101463,CLEAR
242725,CLEAR
1328029,UNCLEAR
859497,UNCLEAR
1218226,CLEAR
1099634,UNCLEAR
230924,UNCLEAR
1022247,UNCLEAR
1173732,UNCLEAR
258358,UNCLEAR
786580,UNCLEAR
512331,UNCLEAR
458115,UNCLEAR
874274,UNCLEAR
211812,CLEAR
488213,CLEAR
569081,UNCLEAR
329770,UNCLEAR
1189204,CLEAR
974969,UNCLEAR
90745,UNCLEAR
966128,CLEAR
243901,UNCLEAR
1242661,UNCLEAR
1205491,CLEAR
568376,CLEAR
106973,CLEAR
1037312,UNCLEAR
363318,CLEAR
176297,CLEAR
1179832,UNCLEAR
1128159,UNCLEAR
504243,UNCLEAR
227794,UNCLEAR
1175233,UNCLEAR
850886,UNCLEAR
602546,UNCLEAR
156090,UNCLEAR
708432,UNCLEAR
484364,CLEAR
1114920,UNCLEAR
354161,UNCLEAR
682313,UNCLEAR
166060,CLEAR
164793,UNCLEAR
820422,UNCLEAR
579058,UNCLEAR
385107,UNCLEAR
1283898,CLEAR
705877,CLEAR
1305870,CLEAR
564382,UNCLEAR
1105021,CLEAR
1289468,UNCLEAR
904044,UNCLEAR
1219980,UNCLEAR
902506,UNCLEAR
525785,CLEAR
1041056,UNCLEAR
634882,UNCLEAR
1142882,UNCLEAR
462826,CLEAR
850630,CLEAR
1038172,CLEAR
686738,UNCLEAR
968345,UNCLEAR
1163226,UNCLEAR
1182791,UNCLEAR
548430,CLEAR
577975,UNCLEAR
558245,CLEAR
1275817,UNCLEAR
1297362,UNCLEAR
1148211,UNCLEAR
1127587,UNCLEAR
481893,CLEAR
1308170,UNCLEAR
857671,UNCLEAR
809491,CLEAR
104023,UNCLEAR
607544,CLEAR
880719,UNCLEAR
898356,CLEAR
987351,UNCLEAR
851508,UNCLEAR
1153583,UNCLEAR
918018,UNCLEAR
608838,CLEAR
683397,CLEAR
353450,UNCLEAR
430934,CLEAR
66882,CLEAR
939050,UNCLEAR
1268561,CLEAR
741567,UNCLEAR
401666,UNCLEAR
698424,CLEAR
1189759,UNCLEAR
849442,UNCLEAR
1203830,UNCLEAR
946338,CLEAR
1129165,UNCLEAR
1006816,UNCLEAR
1170573,UNCLEAR
1297983,UNCLEAR
1178234,CLEAR
52840,CLEAR
1259649,CLEAR
129749,CLEAR
230368,CLEAR
366442,CLEAR
1257598,UNCLEAR
915330,UNCLEAR
1256345,CLEAR
831620,UNCLEAR
1283286,UNCLEAR
184803,CLEAR
702065,CLEAR
1253625,CLEAR
257855,CLEAR
1067258,UNCLEAR
354208,UNCLEAR
396994,CLEAR
239522,UNCLEAR
1289384,UNCLEAR
1291902,UNCLEAR
67394,UNCLEAR
223020,UNCLEAR
691113,UNCLEAR
691279,UNCLEAR
909215,UNCLEAR
1271606,UNCLEAR
1017947,UNCLEAR
1110893,CLEAR
1212184,UNCLEAR
1220545,CLEAR
997289,CLEAR
607857,UNCLEAR
791237,UNCLEAR
739802,UNCLEAR
1221486,CLEAR
710981,UNCLEAR
844016,UNCLEAR
1306539,CLEAR
440070,CLEAR
312181,UNCLEAR
1192086,UNCLEAR
898631,UNCLEAR
31232,CLEAR
187424,CLEAR
693016,CLEAR
407015,UNCLEAR
35454,CLEAR
676617,UNCLEAR
856602,UNCLEAR
705759,UNCLEAR
473841,UNCLEAR
802713,UNCLEAR
1234848,UNCLEAR
1178570,UNCLEAR
645900,UNCLEAR
928674,UNCLEAR
1264167,UNCLEAR
281613,UNCLEAR
403524,UNCLEAR
827618,CLEAR
785206,UNCLEAR
365370,UNCLEAR
993639,UNCLEAR
373635,UNCLEAR
419969,CLEAR
837254,CLEAR
677140,UNCLEAR
257406,CLEAR
633334,CLEAR
856499,CLEAR
1106530,UNCLEAR
1313934,UNCLEAR
889106,UNCLEAR
1072373,UNCLEAR
624270,UNCLEAR
1196514,UNCLEAR
335246,CLEAR
884813,UNCLEAR
206099,CLEAR
1007448,UNCLEAR
571914,UNCLEAR
664952,UNCLEAR
1037195,UNCLEAR
1130305,UNCLEAR
815348,UNCLEAR
1270611,UNCLEAR
224884,UNCLEAR
487933,UNCLEAR
741328,CLEAR
50207,UNCLEAR
1237286,UNCLEAR
633378,CLEAR
879822,UNCLEAR
305104,CLEAR
589511,UNCLEAR
889613,UNCLEAR
1272693,UNCLEAR
1007859,UNCLEAR
125205,UNCLEAR
352341,CLEAR
248323,CLEAR
739902,UNCLEAR
1274254,UNCLEAR
222849,CLEAR
946076,UNCLEAR
390865,UNCLEAR
1317850,UNCLEAR
1051505,CLEAR
1229019,UNCLEAR
1067985,UNCLEAR
891904,CLEAR
654564,CLEAR
602300,CLEAR
952025,UNCLEAR
902926,UNCLEAR
1274369,UNCLEAR
360601,UNCLEAR
366705,CLEAR
565125,UNCLEAR
710869,UNCLEAR
300892,CLEAR
278951,UNCLEAR
413150,UNCLEAR
1190666,CLEAR
639994,UNCLEAR
512784,UNCLEAR
1093710,UNCLEAR
855580,UNCLEAR
613364,UNCLEAR
509657,CLEAR
1184326,UNCLEAR
578824,UNCLEAR
1247745,UNCLEAR
1324923,UNCLEAR
722183,UNCLEAR
43242,CLEAR
516587,CLEAR
1215322,UNCLEAR
336561,CLEAR
978663,UNCLEAR
552859,UNCLEAR
1118066,UNCLEAR
1068661,CLEAR
769588,UNCLEAR
358931,CLEAR
1065701,UNCLEAR
512919,CLEAR
202814,CLEAR
927893,CLEAR
1118760,UNCLEAR
1282224,UNCLEAR
201350,CLEAR
655308,CLEAR
459541,CLEAR
1262639,UNCLEAR
1053806,CLEAR
952783,CLEAR
544288,CLEAR
241305,UNCLEAR
20848,CLEAR
553988,CLEAR
943825,UNCLEAR
280598,CLEAR
165163,CLEAR
935597,UNCLEAR
575869,CLEAR
647324,UNCLEAR
357116,CLEAR
204539,CLEAR
423665,CLEAR
597113,CLEAR
1165144,UNCLEAR
713616,UNCLEAR
799267,CLEAR
112443,CLEAR
726714,CLEAR
124683,CLEAR
808278,CLEAR
167892,CLEAR
911248,CLEAR
896026,UNCLEAR
1115809,CLEAR
486273,UNCLEAR
1108083,CLEAR
409553,UNCLEAR
606233,CLEAR
945902,UNCLEAR
847176,UNCLEAR
1047344,UNCLEAR
1234052,UNCLEAR
383606,UNCLEAR
1240301,UNCLEAR
127696,UNCLEAR
813402,CLEAR
475942,CLEAR
735050,UNCLEAR
1207526,UNCLEAR
1234549,UNCLEAR
434934,UNCLEAR
589422,UNCLEAR
